code_cis,denomination_substance,nom_com_prep
63587319,BROMHYDRATE DE CITALOPRAM,CITALOPRAM ALMUS
63587319,CITALOPRAM BASE,CITALOPRAM ALMUS
63587479,PIRACÉTAM,PIRACETAM RPG
63587956,GLYCÉROL,GLYCEROLVASELINEPARAFFINE ZENTIVA
63587956,VASELINE,GLYCEROLVASELINEPARAFFINE ZENTIVA
63587956,PARAFFINE LIQUIDE,GLYCEROLVASELINEPARAFFINE ZENTIVA
63588061,DIFLUPREDNATE,EPITOPIC POUR CENT
63588136,RALTÉGRAVIR,ISENTRESS
63588136,RALTÉGRAVIR POTASSIQUE,ISENTRESS
63589409,LEUPRORÉLINE,ENANTONE LP SC IM
63590105,RISPÉRIDONE,RISPERIDONE ZENTIVA
63590703,CHLORHYDRATE DE DILTIAZEM,DILTIAZEM SANDOZ
63591253,ÉTHINYLESTRADIOL,GESTODENEETHINYLESTRADIOL TEVA
63591253,GESTODÈNE,GESTODENEETHINYLESTRADIOL TEVA
63591367,ATORVASTATINE,ATORVASTATINE EG LABO
63591367,ATORVASTATINE CALCIQUE TRIHYDRATÉE,ATORVASTATINE EG LABO
63591495,CHLORHYDRATE DE BÉTAXOLOL,BETAXOLOL SANDOZ
63591602,CHOLÉCALCIFÉROL,FOSAVANCE UI
63591602,ALENDRONATE MONOSODIQUE TRIHYDRATÉ,FOSAVANCE UI
63591602,ALENDRONIQUE (ACIDE),FOSAVANCE UI
63592177,ADALIMUMAB ,IDACIO
63592711,MÉTHOTREXATE,METHOTREXATE ACCORD
63593585,HYDROCHLOROTHIAZIDE,RASILEZ HCT
63593585,HÉMIFUMARATE D'ALISKIRÈNE,RASILEZ HCT
63593585,ALISKIRÈNE,RASILEZ HCT
63593820,DIGOXINE,HEMIGOXINE NATIVELLE
63593884,SILDÉNAFIL (CITRATE DE),VIAGRA
63593884,SILDÉNAFIL,VIAGRA
63595052,EXTRAIT SEC DE FEUILLE DE LIERRE GRIMPANT,LIERRE GRIMPANT HUMEXPHYTO SANS SUCRE
63595091,PRÉGABALINE,PREGABALINE HCS
63597509,CHLORHYDRATE DE KÉTAMINE,KETAMINE RENAUDIN
63597509,KÉTAMINE,KETAMINE RENAUDIN
63597651,FUMARATE DE DIMÉTHYLE,TECFIDERA
63598408,MALÉATE DE TIMOLOL,DUALKOPT
63598408,TIMOLOL,DUALKOPT
63598408,DORZOLAMIDE,DUALKOPT
63598408,CHLORHYDRATE DE DORZOLAMIDE,DUALKOPT
63598461,THYM,DEPURATUM
63598461,GENIÈVRE,DEPURATUM
63598461,RHAPONTIC (RACINE DE),DEPURATUM
63598461,ARRÊTE-BOEUF (RACINE D'),DEPURATUM
63598461,ROMARIN,DEPURATUM
63598461,BOULEAU,DEPURATUM
63598461,FUMETERRE (PARTIE AÉRIENNE FLEURIE),DEPURATUM
63599339,MÉSALAZINE,ROWASA
63599556,CICLÉSONIDE,ALVESCO
63599951,CHLORHYDRATE DE PROCAÏNE,OTYLOL
63599951,PHÉNOL,OTYLOL
63599951,CHLORHYDRATE D'ÉPHÉDRINE,OTYLOL
63599951,CHLORHYDRATE DE TÉTRACAÏNE,OTYLOL
63600670,ÉNOXAPARINE SODIQUE ,ENOXAPARINE ARROW UI L
63601338,OSÉLTAMIVIR (PHOSPHATE D'),TAMIFLU
63601338,OSÉLTAMIVIR,TAMIFLU
63601822,EXTRAIT SEC D'ÉCORCE DE BOURDAINE,DRAGEES VEGETALES REX
63601822,CASCARA (EXTRAIT SEC DE),DRAGEES VEGETALES REX
63601861,RÉPAGLINIDE,REPAGLINIDE EG
63602251,CITRATE DE FENTANYL,FENTANYL ARROW
63602251,FENTANYL,FENTANYL ARROW
63602269,ROPIVACAÏNE (CHLORHYDRATE DE) MONOHYDRATÉ,NAROPEINE
63602269,CHLORHYDRATE DE ROPIVACAÏNE ANHYDRE,NAROPEINE
63602479,PÉRAMPANEL,FYCOMPA
63603054,ACIDE TIAPROFÉNIQUE,FLANID
63603104,SPIRONOLACTONE,SPIRONOLACTONE ZENTIVA
63603741,CROMOGLICATE DE SODIUM,CROMOGLICATE DE SODIUM MYLAN
63604206,TRINITRINE,TRINIPATCH
63604430,ATAZANAVIR,ATAZANAVIR ARROW
63604430,SULFATE D'ATAZANAVIR,ATAZANAVIR ARROW
63605055,IBUPROFÈNE,IBUPROFENE TEVA CONSEIL
63605525,RISPÉRIDONE,RISPERDAL
63605824,POTASSIUM (BICARBONATE DE),GAVISCONPRO MENTHE
63605824,SODIUM (ALGINATE DE),GAVISCONPRO MENTHE
63606303,ARGENT NATIF POUR PRÉPARATIONS HOMÉOPATHIQUES,ARGENT NATIF BOIRON CH CH DH DH
63606303,ARGENT NATIF POUR PRÉPARATIONS HOMÉOPATHIQUES,ARGENT NATIF BOIRON CH CH DH DH
63606303,ARGENT NATIF POUR PRÉPARATIONS HOMÉOPATHIQUES,ARGENT NATIF BOIRON CH CH DH DH
63606303,ARGENT NATIF POUR PRÉPARATIONS HOMÉOPATHIQUES,ARGENT NATIF BOIRON CH CH DH DH
63606303,ARGENT NATIF POUR PRÉPARATIONS HOMÉOPATHIQUES,ARGENT NATIF BOIRON CH CH DH DH
63606303,ARGENT NATIF POUR PRÉPARATIONS HOMÉOPATHIQUES,ARGENT NATIF BOIRON CH CH DH DH
63606506,LINÉZOLIDE,LINEZOLIDE SANDOZ
63606680,DULOXÉTINE,DULOXETINE TEVA
63606680,CHLORHYDRATE DE DULOXÉTINE,DULOXETINE TEVA
63608279,PRÉGABALINE,PREGABALINE SANDOZ GMBH
63608400,CARVÉDILOL,CARVEDILOL ARROW
63609769,FUROATE DE MOMÉTASONE,MOMETASONE SANDOZ
63609769,FUROATE DE MOMÉTASONE MONOHYDRATÉ,MOMETASONE SANDOZ
63610522,MÉTOPIMAZINE,VOGALENE
63610757,PRASUGREL,PRASUGREL KRKA
63610814,BROMHYDRATE DE CITALOPRAM,CITALOPRAM BLUEFISH
63610814,CITALOPRAM,CITALOPRAM BLUEFISH
63610885,ALBUMINE HUMAINE ,VIALEBEX
63611923,CAPÉCITABINE,CAPECITABINE ARROW
63613333,PEMBROLIZUMAB ,KEYTRUDA
63614314,TELMISARTAN,TELMISARTAN SANDOZ
63614428,PÉRINDOPRIL,COVERSYL
63614428,PÉRINDOPRIL ARGININE,COVERSYL
63615206,ISOFLURANE,FORENE
63615576,ÉTHINYLESTRADIOL,MINESSE
63615576,GESTODÈNE,MINESSE
63617367,CHLORHYDRATE DE PROCAÏNE,CHLORHYDRATE DE PROCAINE LAVOISIER
63617876,ALTÉPLASE ,ACTILYSE
63619119,ÉTAMSYLATE,DICYNONE
63620349,TIOTROPIUM,SPIOLTO RESPIMAT
63620349,OLODATÉROL,SPIOLTO RESPIMAT
63620349,CHLORHYDRATE D'OLODATÉROL,SPIOLTO RESPIMAT
63620349,BROMURE DE TIOTROPIUM MONOHYDRATÉ,SPIOLTO RESPIMAT
63622510,CHLORHYDRATE D'ALFUZOSINE,ALFUZOSINE SANDOZ LP
63622528,AMOXICILLINE ANHYDRE,AMOXICILLINE REF
63622528,AMOXICILLINE TRIHYDRATÉE,AMOXICILLINE REF
63624696,RAMIPRIL,RAMIPRIL ALMUS
63625015,IODE,IOMERON IL
63625015,IOMÉPROL,IOMERON IL
63625079,HYDROCHLOROTHIAZIDE,CAPTOPRILHYDROCHLOROTHIAZIDE ZENTIVA
63625079,CAPTOPRIL,CAPTOPRILHYDROCHLOROTHIAZIDE ZENTIVA
63625168,TAMOXIFÈNE (CITRATE DE),TAMOXIFENE TEVA
63625168,TAMOXIFÈNE BASE,TAMOXIFENE TEVA
63625385,CYTARABINE,CYTARABINE ACCORD L
63626455,LAUROCERASUS POUR PREPARATIONS HOMEOPATHIQUES,LAUROCERASUS BOIRON CH CH DH DH
63626455,LAUROCERASUS POUR PREPARATIONS HOMEOPATHIQUES,LAUROCERASUS BOIRON CH CH DH DH
63626455,LAUROCERASUS POUR PREPARATIONS HOMEOPATHIQUES,LAUROCERASUS BOIRON CH CH DH DH
63626455,LAUROCERASUS POUR PREPARATIONS HOMEOPATHIQUES,LAUROCERASUS BOIRON CH CH DH DH
63626455,LAUROCERASUS POUR PREPARATIONS HOMEOPATHIQUES,LAUROCERASUS BOIRON CH CH DH DH
63626455,LAUROCERASUS POUR PREPARATIONS HOMEOPATHIQUES,LAUROCERASUS BOIRON CH CH DH DH
63626633,PEGFILGRASTIM ,ZIEXTENZO
63627532,CHLORHYDRATE DE DOXORUBICINE,DOXORUBICINE TEVA
63628253,AMBROXOL (CHLORHYDRATE D'),SURBRONC EXPECTORANT AMBROXOL
63628506,CHLORHYDRATE DE MÉMANTINE,MEMANTINE LEK
63628506,MÉMANTINE,MEMANTINE LEK
63629145,CONIUM MACULATUM POUR PRÉPARATIONS HOMÉOPATHIQUES,CONIUM MACULATUM BOIRON CH CH DH DH
63629145,CONIUM MACULATUM POUR PRÉPARATIONS HOMÉOPATHIQUES,CONIUM MACULATUM BOIRON CH CH DH DH
63629145,CONIUM MACULATUM POUR PRÉPARATIONS HOMÉOPATHIQUES,CONIUM MACULATUM BOIRON CH CH DH DH
63629145,CONIUM MACULATUM POUR PRÉPARATIONS HOMÉOPATHIQUES,CONIUM MACULATUM BOIRON CH CH DH DH
63629145,CONIUM MACULATUM POUR PRÉPARATIONS HOMÉOPATHIQUES,CONIUM MACULATUM BOIRON CH CH DH DH
63629145,CONIUM MACULATUM POUR PRÉPARATIONS HOMÉOPATHIQUES,CONIUM MACULATUM BOIRON CH CH DH DH
63629490,RANIBIZUMAB ,LUCENTIS
63630172,LANSOPRAZOLE,LANSOPRAZOLE ZYDUS FRANCE
63630635,DOMPÉRIDONE,DOMPERIDONE ALMUS
63631623,CHLORHYDRATE DE BUPRÉNORPHINE,BUPRENORPHINE SANDOZ
63631623,BUPRÉNORPHINE,BUPRENORPHINE SANDOZ
63631908,TRIFAROTÈNE,AKLIEF
63633204,NICOTINAMIDE,NICOTINAMIDE RENAUDIN L
63633802,MALÉATE DE TIMOLOL,DUOTRAV
63633802,TIMOLOL BASE,DUOTRAV
63633802,TRAVOPROST,DUOTRAV
63634128,OLSALAZINE SODIQUE,DIPENTUM
63634128,OLSALAZINE BASE,DIPENTUM
63636264,SODIUM (BICARBONATE DE),GAVISCON
63636264,SODIUM (ALGINATE DE),GAVISCON
63637409,CHLORURE DE SODIUM,CHLORURE DE SODIUM VIAFLO
63638906,INDAPAMIDE,PERINDOPRILINDAPAMIDE ZYDUS FRANCE
63638906,PÉRINDOPRIL TERT-BUTYLAMINE,PERINDOPRILINDAPAMIDE ZYDUS FRANCE
63638906,PÉRINDOPRIL,PERINDOPRILINDAPAMIDE ZYDUS FRANCE
63640017,OXALATE D'ESCITALOPRAM,ESCITALOPRAM MYLAN GENERIQUES
63640017,ESCITALOPRAM,ESCITALOPRAM MYLAN GENERIQUES
63640896,SPONGIA TOSTA POUR PRÉPARATIONS HOMÉOPATHIQUES,SPONGIA TOSTA BOIRON CH CH DH DH
63640896,SPONGIA TOSTA POUR PRÉPARATIONS HOMÉOPATHIQUES,SPONGIA TOSTA BOIRON CH CH DH DH
63640896,SPONGIA TOSTA POUR PRÉPARATIONS HOMÉOPATHIQUES,SPONGIA TOSTA BOIRON CH CH DH DH
63640896,SPONGIA TOSTA POUR PRÉPARATIONS HOMÉOPATHIQUES,SPONGIA TOSTA BOIRON CH CH DH DH
63640896,SPONGIA TOSTA POUR PRÉPARATIONS HOMÉOPATHIQUES,SPONGIA TOSTA BOIRON CH CH DH DH
63640896,SPONGIA TOSTA POUR PRÉPARATIONS HOMÉOPATHIQUES,SPONGIA TOSTA BOIRON CH CH DH DH
63641749,DIACÉRÉINE,DIACEREINE MYLAN
63643038,CEFPODOXIME,CEFPODOXIME SANDOZ
63643038,CEFPODOXIME PROXÉTIL,CEFPODOXIME SANDOZ
63643198,HÉMIFUMARATE DE BISOPROLOL,BISOPROLOL RANBAXY
63643725,HYDROCHLOROTHIAZIDE,VALSARTAN HYDROCHLOROTHIAZIDE BIOGARAN
63643725,VALSARTAN,VALSARTAN HYDROCHLOROTHIAZIDE BIOGARAN
63644599,ATORVASTATINE,ATORVASTATINE MYLAN
63644599,ATORVASTATINE CALCIQUE TRIHYDRATÉE,ATORVASTATINE MYLAN
63644827,CHLORHYDRATE DE MÉTHADONE,CHLORHYDRATE DE METHADONE ASSISTANCE PUBLIQUEHOPITAUX DE PARIS
63644987,ISONIAZIDE,RIMIFON
63646098,THIOCOLCHICOSIDE,THIOCOLCHICOSIDE ZENTIVA
63646109,FENTANYL,FENTANYL BGR
63646237,SIMOCTOCOG ALFA ,NUWIQ UI
63646874,IBUPROFÈNE,ADVIL
63647104,MIRTAZAPINE,MIRTAZAPINE ZYDUS
63647467,RAMIPRIL,RAMIPRIL SANDOZ
63650748,CHLORURE DE POTASSIUM,CHLORURE DE POTASSIUM PROAMP
63652083,CIPROFLOXACINE,CIPROFLOXACINE SANDOZ
63652083,CHLORHYDRATE DE CIPROFLOXACINE,CIPROFLOXACINE SANDOZ
63652560,CHLORHEXIDINE (DIGLUCONATE DE),HIBISCRUB
63652717,TOPIRAMATE,TOPIRAMATE ARROW
63653160,GLIMÉPIRIDE,GLIMEPIRIDE RANBAXY
63654675,HEPATINE POUR PRÉPARATIONS HOMÉOPATHIQUES,HEPATINE BOIRON CH CH DH DH
63654675,HEPATINE POUR PRÉPARATIONS HOMÉOPATHIQUES,HEPATINE BOIRON CH CH DH DH
63654675,HEPATINE POUR PRÉPARATIONS HOMÉOPATHIQUES,HEPATINE BOIRON CH CH DH DH
63654675,HEPATINE POUR PRÉPARATIONS HOMÉOPATHIQUES,HEPATINE BOIRON CH CH DH DH
63654675,HEPATINE POUR PRÉPARATIONS HOMÉOPATHIQUES,HEPATINE BOIRON CH CH DH DH
63654675,HEPATINE POUR PRÉPARATIONS HOMÉOPATHIQUES,HEPATINE BOIRON CH CH DH DH
63657486,AMLODIPINE,AMLODIPINE MYLAN
63657486,BÉSILATE D'AMLODIPINE,AMLODIPINE MYLAN
63657828,CHLORHYDRATE DE MÉTHYLPHÉNIDATE,MEDIKINET
63657828,MÉTHYLPHÉNIDATE,MEDIKINET
63658264,FENTANYL,FENTANYL TEVA SANTE
63658798,OXYGÈNE,OXYGENE MEDICINAL BTG
63659423,CONDURANGO POUR PRÉPARATIONS HOMÉOPATHIQUES,CONDURANGO BOIRON CH CH DH DH
63659423,CONDURANGO POUR PRÉPARATIONS HOMÉOPATHIQUES,CONDURANGO BOIRON CH CH DH DH
63659423,CONDURANGO POUR PRÉPARATIONS HOMÉOPATHIQUES,CONDURANGO BOIRON CH CH DH DH
63659423,CONDURANGO POUR PRÉPARATIONS HOMÉOPATHIQUES,CONDURANGO BOIRON CH CH DH DH
63659423,CONDURANGO POUR PRÉPARATIONS HOMÉOPATHIQUES,CONDURANGO BOIRON CH CH DH DH
63659423,CONDURANGO POUR PRÉPARATIONS HOMÉOPATHIQUES,CONDURANGO BOIRON CH CH DH DH
63659793,ROXITHROMYCINE,ROXITHROMYCINE TEVA
63660735,SIMÉTICONE,SILIGAZ
63662558,PRAVASTATINE SODIQUE,PRAVASTATINE CRISTERS
63662572,CHLORURE DE POTASSIUM,CHLORURE DE POTASSIUM LAVOISIER
63663343,EXÉMESTANE,EXEMESTANE ARROW
63663368,CHLORHYDRATE DE LOPÉRAMIDE,LOPERAMIDE SUN
63664299,CHINA RUBRA POUR PRÉPARATIONS HOMÉOPATHIQUES,PERTUDORON
63664299,BELLADONA POUR PRÉPARATIONS HOMÉOPATHIQUES,PERTUDORON
63664299,IPÉCA POUR PRÉPARATIONS HOMÉOPATHIQUES,PERTUDORON
63664299,MEPHITIS PUTORIUS POUR PRÉPARATIONS HOMÉOPATHIQUES,PERTUDORON
63664299,COCCUS CACTI POUR PRÉPARATIONS HOMÉOPATHIQUES,PERTUDORON
63664299,VERATRUM ALBUM POUR PRÉPARATIONS HOMÉOPATHIQUES,PERTUDORON
63664299,DROSERA POUR PRÉPARATIONS HOMÉOPATHIQUES,PERTUDORON
63665248,CHLORHYDRATE D'APOMORPHINE HÉMIHYDRATÉ,APOMORPHINE MYLAN
63665312,CONCENTRÉ DE PROTÉINES COAGULABLES ,EVICEL
63665312,THROMBINE HUMAINE ,EVICEL
63667263,ATROPINE (SULFATE D'),ATROPINE SULFATE LAVOISIER
63669570,HYDROCHLOROTHIAZIDE,IRBESARTANHYDROCHLOROTHIAZIDE ARROW GENERIQUES
63669570,IRBÉSARTAN,IRBESARTANHYDROCHLOROTHIAZIDE ARROW GENERIQUES
63669727,APRÉPITANT,APREPITANT MYLAN
63669741,LORATADINE,LORATADINE BIOGARAN
63669823,ZINC,ZINCNICKELCOBALT OLIGOSOL
63669823,COBALT (GLUCONATE DE),ZINCNICKELCOBALT OLIGOSOL
63669823,NICKEL (GLUCONATE DE),ZINCNICKELCOBALT OLIGOSOL
63669823,ZINC (GLUCONATE DE),ZINCNICKELCOBALT OLIGOSOL
63669823,COBALT,ZINCNICKELCOBALT OLIGOSOL
63669823,NICKEL,ZINCNICKELCOBALT OLIGOSOL
63670380,CHLORHYDRATE DE MÉTOCLOPRAMIDE,CHLORHYDRATE DE METOCLOPRAMIDE RENAUDIN L
63670380,CHLORHYDRATE DE MÉTOCLOPRAMIDE ANHYDRE,CHLORHYDRATE DE METOCLOPRAMIDE RENAUDIN L
63670722,ALFENTANIL,RAPIFEN
63670722,ALFENTANIL (CHLORHYDRATE D'),RAPIFEN
63671347,CLARITHROMYCINE,ZECLAR
63672883,CHLORHYDRATE DE LOPÉRAMIDE,INDIARAL
63672890,LITHIUM (GLUCONATE DE),LITHIUM OLIGOSOL
63672890,LITHIUM,LITHIUM OLIGOSOL
63674254,CALCIUM (CARBONATE DE),RENNIE DEFLATINE SANS SUCRE
63674254,DIMÉTICONE SILICE,RENNIE DEFLATINE SANS SUCRE
63674254,MAGNÉSIUM (CARBONATE DE) LOURD,RENNIE DEFLATINE SANS SUCRE
63675185,FOTÉMUSTINE,MUPHORAN
63676077,MODAFINIL,MODAFINIL ARROW
63677631,HYDROCHLOROTHIAZIDE,CANDESARTANHYDROCHLOROTHIAZIDE EG LABO
63677631,CANDÉSARTAN CILEXÉTIL,CANDESARTANHYDROCHLOROTHIAZIDE EG LABO
63679194,DOMPÉRIDONE,MOTILIUM
63679504,DOLUTÉGRAVIR SODIQUE,TIVICAY
63679504,DOLUTÉGRAVIR,TIVICAY
63680638,MIDAZOLAM,MIDAZOLAM PANPHARMA
63681398,ARNICA MONTANA POUR PRÉPARATIONS HOMÉOPATHIQUES,SPORTENINE
63681398,SARCOLACTICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES,SPORTENINE
63681398,ZINCUM OXYDATUM POUR PRÉPARATIONS HOMÉOPATIQUES,SPORTENINE
63681430,TIDIACIC ARGININE,TIADILON
63681957,PÉRINDOPRIL TERT-BUTYLAMINE,PERINDOPRIL ZENTIVA
63681957,PÉRINDOPRIL,PERINDOPRIL ZENTIVA
63683463,MALÉATE DE TRIMÉBUTINE,TRIMEBUTINE EG
63683787,CALCAREA PHOSPHORICA POUR PRÉPARATIONS HOMÉOPATHIQUES,CALCAREA PHOSPHORICA BOIRON CH CH DH DH
63683787,CALCAREA PHOSPHORICA POUR PRÉPARATIONS HOMÉOPATHIQUES,CALCAREA PHOSPHORICA BOIRON CH CH DH DH
63683787,CALCAREA PHOSPHORICA POUR PRÉPARATIONS HOMÉOPATHIQUES,CALCAREA PHOSPHORICA BOIRON CH CH DH DH
63683787,CALCAREA PHOSPHORICA POUR PRÉPARATIONS HOMÉOPATHIQUES,CALCAREA PHOSPHORICA BOIRON CH CH DH DH
63683787,CALCAREA PHOSPHORICA POUR PRÉPARATIONS HOMÉOPATHIQUES,CALCAREA PHOSPHORICA BOIRON CH CH DH DH
63683787,CALCAREA PHOSPHORICA POUR PRÉPARATIONS HOMÉOPATHIQUES,CALCAREA PHOSPHORICA BOIRON CH CH DH DH
63686057,CHLORHYDRATE DE FLUOXÉTINE,FLUOXETINE ACCORD
63686057,FLUOXÉTINE BASE,FLUOXETINE ACCORD
63686801,THIAMPHÉNICOL,THIOPHENICOL
63686819,DUTASTÉRIDE,AVODART
63686872,FÉNOFIBRATE,FENOFIBRATE TEVA SANTE
63688396,TRAMADOL BASE,TRAMADOL MYLAN GENERIQUES LP
63688396,CHLORHYDRATE DE TRAMADOL,TRAMADOL MYLAN GENERIQUES LP
63688528,CHLORHYDRATE DE DONÉPÉZIL,DONEPEZIL TEVA
63688528,DONÉPÉZIL BASE,DONEPEZIL TEVA
63688631,ATORVASTATINE,ATORVASTATINE ARROW LAB
63688631,ATORVASTATINE CALCIQUE,ATORVASTATINE ARROW LAB
63688752,IODE,OMNIPAQUE IODEL
63688752,IOHEXOL,OMNIPAQUE IODEL
63689562,POSACONAZOLE,POSACONAZOLE ZENTIVA
63690098,CHLORHYDRATE DE NILOTINIB MONOHYDRATÉ,TASIGNA
63690098,NILOTINIB,TASIGNA
63690162,CARBOCISTÉINE,CARBOCISTEINE CLARIX ADULTES
63690956,DURVALUMAB ,IMFINZI
63691015,IBUPROFÈNE,IBUPROFENE ARROW
63692245,DILTIAZEM (CHLORHYDRATE DE),TILDIEM
63696425,PREDNISOLONE (PHOSPHATE DISODIQUE DE),DETURGYLONE
63696425,CHLORHYDRATE D'OXYMÉTAZOLINE,DETURGYLONE
63696471,VÉNÉTOCLAX,VENCLYXTO
63697057,DASATINIB,DASATINIB ZENTIVA
63697872,AMISULPRIDE,SOLIAN
63699439,BUPIVACAÏNE (CHLORHYDRATE DE) MONOHYDRATÉ,BUPIVACAINE ACCORD L
63699439,CHLORHYDRATE DE BUPIVACAÏNE ANHYDRE,BUPIVACAINE ACCORD L
63700749,LÉNOGRASTIM ,GRANOCYTE M UI
63701267,METFORMINE BASE,METFORMINE ZYDUS
63701267,METFORMINE (CHLORHYDRATE DE),METFORMINE ZYDUS
63703396,APRÉPITANT,APREPITANT ARROW APREPITANT ARROW
63703396,APRÉPITANT,APREPITANT ARROW APREPITANT ARROW
63703784,NITRATE DE FENTICONAZOLE,FENTICONAZOLE BAILLEUL
63703784,FENTICONAZOLE BASE,FENTICONAZOLE BAILLEUL
63704427,OMÉPRAZOLE,OMEPRAZOLE EVOLUGEN
63705899,OLIVENITE POUR PRÉPARATIONS HOMÉOPATHIQUES,OLIVENITE WELEDA CH CH DH DH
63705899,OLIVENITE POUR PRÉPARATIONS HOMÉOPATHIQUES,OLIVENITE WELEDA CH CH DH DH
63705899,OLIVENITE POUR PRÉPARATIONS HOMÉOPATHIQUES,OLIVENITE WELEDA CH CH DH DH
63705899,OLIVENITE POUR PRÉPARATIONS HOMÉOPATHIQUES,OLIVENITE WELEDA CH CH DH DH
63705899,OLIVENITE POUR PRÉPARATIONS HOMÉOPATHIQUES,OLIVENITE WELEDA CH CH DH DH
63707042,ARTICHAUT (FEUILLE D') (EXTRAIT SEC DE),CHOPHYTOL
63707067,NÉDOCROMIL SODIQUE,TILAVIST POUR CENT
63707416,PHÉNOBARBITAL,GARDENAL
63708322,MOXONIDINE,MOXONIDINE TEVA SANTE
63709164,FACTEUR II DE COAGULATION HUMAIN ,CONFIDEX UI
63709164,FACTEUR X DE COAGULATION HUMAIN ,CONFIDEX UI
63709164,FACTEUR IX DE COAGULATION HUMAIN ,CONFIDEX UI
63709164,PROTÉINE S ,CONFIDEX UI
63709164,FACTEUR VII DE COAGULATION HUMAIN ,CONFIDEX UI
63709164,PROTÉINE C HUMAINE ,CONFIDEX UI
63709997,AMPHOTÉRICINE B,FUNGIZONE
63710024,MEDULLINE POUR PRÉPARATIONS HOMÉOPATHIQUES,MEDULLINE WELEDA CH CH DH DH
63710024,MEDULLINE POUR PRÉPARATIONS HOMÉOPATHIQUES,MEDULLINE WELEDA CH CH DH DH
63710024,MEDULLINE POUR PRÉPARATIONS HOMÉOPATHIQUES,MEDULLINE WELEDA CH CH DH DH
63710024,MEDULLINE POUR PRÉPARATIONS HOMÉOPATHIQUES,MEDULLINE WELEDA CH CH DH DH
63713344,PARACÉTAMOL,HUMEX RHUME
63713344,CHLORHYDRATE DE PSEUDOÉPHÉDRINE,HUMEX RHUME
63713344,PARACÉTAMOL,HUMEX RHUME
63713344,MALÉATE DE CHLORPHÉNAMINE,HUMEX RHUME
63714072,"ARTICHAUT (FEUILLE D'), EXTRAIT MOU DE",HEPANEPHROL
63715217,PHÉNYTOÏNE SODIQUE,DIPHANTE
63716917,SÉVÉLAMER (CARBONATE DE),RENVELA
63717410,AMMI VISNAGA POUR PRÉPARATIONS HOMÉOPATHIQUES,AMMI VISNAGA WELEDA CH CH DH DH
63717410,AMMI VISNAGA POUR PRÉPARATIONS HOMÉOPATHIQUES,AMMI VISNAGA WELEDA CH CH DH DH
63717410,AMMI VISNAGA POUR PRÉPARATIONS HOMÉOPATHIQUES,AMMI VISNAGA WELEDA CH CH DH DH
63718067,GLIMÉPIRIDE,GLIMEPIRIDE CRISTERS
63719468,SILDÉNAFIL (CITRATE DE),SILDENAFIL ACTAVIS
63719468,SILDÉNAFIL,SILDENAFIL ACTAVIS
63719525,DASATINIB,DASATINIB ZENTIVA
63719984,RHUS TOXICODENDRON POUR PRÉPARATIONS HOMÉOPATHIQUES,RHUS TOXICODENDRON LEHNING CH CH DH DH
63719984,RHUS TOXICODENDRON POUR PRÉPARATIONS HOMÉOPATHIQUES,RHUS TOXICODENDRON LEHNING CH CH DH DH
63719984,RHUS TOXICODENDRON POUR PRÉPARATIONS HOMÉOPATHIQUES,RHUS TOXICODENDRON LEHNING CH CH DH DH
63719984,RHUS TOXICODENDRON POUR PRÉPARATIONS HOMÉOPATHIQUES,RHUS TOXICODENDRON LEHNING CH CH DH DH
63719984,RHUS TOXICODENDRON POUR PRÉPARATIONS HOMÉOPATHIQUES,RHUS TOXICODENDRON LEHNING CH CH DH DH
63719984,RHUS TOXICODENDRON POUR PRÉPARATIONS HOMÉOPATHIQUES,RHUS TOXICODENDRON LEHNING CH CH DH DH
63720680,GENTAMICINE (SULFATE DE),GENTAMICINE PANPHARMA
63720680,GENTAMICINE,GENTAMICINE PANPHARMA
63721729,BROMAZÉPAM,BROMAZEPAM TEVA
63722770,ALCOOL BENZYLIQUE,CHLORHEXIDINEBENZALKONIUMALCOOL BENZYLIQUE BIOGARAN
63722770,DIGLUCONATE DE CHLORHEXIDINE,CHLORHEXIDINEBENZALKONIUMALCOOL BENZYLIQUE BIOGARAN
63722770,CHLORURE DE BENZALKONIUM,CHLORHEXIDINEBENZALKONIUMALCOOL BENZYLIQUE BIOGARAN
63722806,ÉPOÉTINE ZÊTA ,RETACRIT UI
63723107,VALSARTAN,AMLODIPINEVALSARTAN ACCORD
63723107,AMLODIPINE,AMLODIPINEVALSARTAN ACCORD
63723107,BÉSILATE D'AMLODIPINE,AMLODIPINEVALSARTAN ACCORD
63724643,AMISULPRIDE,AMISULPRIDE EG
63725282,COLÉCALCIFÉROL,ADROVANCE UI
63725282,ALENDRONATE MONOSODIQUE TRIHYDRATÉ,ADROVANCE UI
63725282,ACIDE ALENDRONIQUE,ADROVANCE UI
63726943,ACIDE CHOLIQUE,KOLBAM
63727269,AMPELOPSIS QUINQUEFOLIA POUR PRÉPARATIONS HOMÉOPATHIQUES,AMPELOPSIS QUINQUEFOLIA BOIRON CH CH DH DH
63727269,AMPELOPSIS QUINQUEFOLIA POUR PRÉPARATIONS HOMÉOPATHIQUES,AMPELOPSIS QUINQUEFOLIA BOIRON CH CH DH DH
63727269,AMPELOPSIS QUINQUEFOLIA POUR PRÉPARATIONS HOMÉOPATHIQUES,AMPELOPSIS QUINQUEFOLIA BOIRON CH CH DH DH
